duplicate	Is there any tweak to bring back emblems in Nautilus?	How do I add emblems to folders?
duplicate	"ctrl+space" has been bound to invoke some input method and does not work in Emacs or Eclipse auto-complete	CTRL+SPACE doesn't work in Eclipse
duplicate	How do I fix Flash issues?	Laptop turns off completely when watching flash video(s) online. How to fix it?
non-duplicate	How can I install Gimp 2.8's help documentation on Ubuntu 12.04?	How to get back the /var/lib/dkpg folder?
non-duplicate	Can't install drivers for Epson wp-4530	Installation of ubuntu 14.04 "Restart Installation"
duplicate	How can I install Ubuntu without removing Windows?	Confused over which method to use to install?
non-duplicate	How to shred a folder?	ubuntu won't boot after install USB\CD
non-duplicate	Having virtualbox problems	How do I "shutdown" juju without losing data?
duplicate	How to fix Duplicate sources.list entry?	How do I remove this duplicate sources.list entry?
duplicate	Shutdown does not power off computer	Cannot shutdown, computer freezes
non-duplicate	Use Gnome, but Login With KDM	Remove recommended packages
duplicate	How do I fix a "Problem with MergeList" or "status file could not be parsed" error when trying to do an update?	Ubuntu software centre, update manager fail to open
duplicate	How do I reset a lost administrative password?	My Admin Account
duplicate	How do I reset a lost administrative password?	KDM Login Will Not Accept Username & Password
duplicate	How to revert to GNOME Classic Desktop?	Installed Gnome but I don't want gnome 3
non-duplicate	How do you remove individual packages from the list in synaptic package manager?	How does the drop-down calendar in the panel work? New event button does not do anything
duplicate	How do I calibrate a touchscreen on a dual monitor system?	Ubuntu 11.10 Dual Screen, Configuration of 1 Touchscreen Monitor
non-duplicate	Problem with the keyboard layout in Emacs (ubuntu 12.04)	Headphones not working in ubuntu 13.06 - mac laptop
duplicate	How do I get the bleeding edge Chromium?	Want to find out how to install lastest chromium build
non-duplicate	wi-fi issues i keep losing internet connection	Why will Ubuntu 12.04 boot but not install?
duplicate	What should I do when Ubuntu freezes?	12.04 freezes just after installation
duplicate	How to install software or upgrade from old unsupported release?	Upgrading 11.10 to 12.04
non-duplicate	Freestanding network connection GUI application	Command in rc.local doesnt work with Gnome-Shell
duplicate	How do I reset a lost administrative password?	my admin password is rejected
duplicate	How do I install and manage RPMs?	How to get RPM install in my Ubuntu Linux system?
duplicate	My WiFi adapter is not working at all, how to troubleshoot?	Wireless doesn't work!
non-duplicate	Changing the priority of Gnome Shell	Why I cannot use the Fn + (up) to control the brightness?
duplicate	Can't install aircrack-ng	Cannot install aircrack-ng
non-duplicate	Can we opinion about the list of core applications for the Ubuntu Phone?	Splash screen issues after force restart
duplicate	Installing Broadcom Wireless Drivers	No network device available
duplicate	How to select in what monitor youtube fullscreens?	Multi Monitor Fullscreen video problem
non-duplicate	Why is libyaml in Ubuntu 10.04 LTS server not being patched for security issues?	How can I enable edge stop velocity in 14.04?
non-duplicate	Need some advise on pitching Ubuntu SBS and desktops for my company	One Ubuntu laptop on wifi occasionally makes other laptop's connection slow
duplicate	Update manager doesn't offer an upgrade to the new release	Why don't I see an option to upgrade to 12.04 LTS?
non-duplicate	Data getting deleted without being moved to trash	Package management fails in update-manager with gzip problems and compilation errors. U12.04LTS
duplicate	How to remove Ubuntu and put Windows back on?	How Do I Remove Ubuntu?
non-duplicate	Remastering Different Distros on ubuntu	how to write Arabic numerical on libreoffice?
non-duplicate	Bookmark pdf and djvu files	Difference between root and home
duplicate	How can I set my Ubuntu 12.04 LTS to boot to console without GUI?	(Easy Question) Start X and Unity from Console
duplicate	How to download flash (streaming) videos from sites like youtube, dailymotion, vimeo, etc.?	Download tv sohu
non-duplicate	Prioritize traffic from LAN computers	grub rescue / move folder
duplicate	How can I get apt to use a mirror close to me, or choose a faster mirror?	Slow apt-get update in 12.04 new instalation
duplicate	Tips to extend battery life for laptops and notebooks	How can I improve battery life on an Eeepc 1015 PEM?
duplicate	How do I fix a "Problem with MergeList" or "status file could not be parsed" error when trying to do an update?	software updater checks for updates and then crashes
duplicate	How do I fix a "Problem with MergeList" or "status file could not be parsed" error when trying to do an update?	Ubuntu Software Center, Update Manager not working after failed upgrade
duplicate	Remove Ubuntu 10.10 without affecting Ubuntu 12.04 in the same hard drive	How to remove ubuntu 11.10 from dual boot
duplicate	Higher screen resolution in VirtualBox?	Ubuntu as guest OS (with Vista host) stuck at 800x600 resolution
duplicate	Disable auto-opening nautilus window after auto-mount	Don't automatically open the folder of mounted devices
non-duplicate	My ISP imposes SMTP restrictions on outgoing mail, is it possible to configure a system wide SMTP address?	USB boot doesn't work
non-duplicate	GRUB INSTALL ERROR during installing Ubuntu 14.04 alongside Windows 8.1	Lightspark doesn't works in firefox 29.0 and Chromium 34.0.1847.116 (ubuntu 14.04)
duplicate	How do I install LXDE / Lubuntu?	How can I activate a Desktop Environment?
non-duplicate	Problems Re-installing ubuntu	How do I sync music to my Android with Clementine?
non-duplicate	unable to find a medium with a live file system in ubuntu 14.04 using wubi Windows installer	How to set wifi driver settings to prefer 5 GHz channel above 2.4 GHz
non-duplicate	Vanished dependency: gir1.2-launchpad-integration-3.0	Cannot install Tivion from PPA
duplicate	How do I share my wireless connection via a wired cable?	Sharing Laptops wifi internet to Desktop via ethernet
non-duplicate	Cannot install apps from the software centre	Wired and wireless networks not detected in ubuntu 12.10
non-duplicate	How to install Pear Linux's shell in Ubuntu?	How do I get rid of white lines on top of my screen (Ubuntu 13.10)?
duplicate	How to find and delete duplicated sources list entries?	How to fix Duplicate sources.list entry in ubuntu server?
non-duplicate	Cannot start windows	Lubuntu 12.04 remove shortcut
non-duplicate	Cannot install Ubuntu 14.04	Does A Realtek RTL8191SU WLAN USB driver need to be patched to allow Monitor mode for reaver and aircrack-ng?
non-duplicate	Live CD doesn't boot on an emac	Dell D631 + secondary battery can't boot- 14.04 x64
non-duplicate	Ubuntu 14.04 VM setup using Virtual Box	Ubuntu 13.04: keyboard and trackpad do not work on Samsung ATIV Smart PC Pro
duplicate	Installing Ubuntu on a Pre-Installed Windows 8 (64-bit) System (UEFI Supported)	How can I install ubuntu 12.10 with a UEFI boot (win8, without DVD driver)?
duplicate	Installing Ubuntu on a Pre-Installed Windows 8 (64-bit) System (UEFI Supported)	Windows 8.1 won't let me start up from Ubuntu CD
non-duplicate	Sharing folder with guest	Nvidia Graphics Card not detected
duplicate	Is a NVIDIA GeForce with Optimus Technology supported by Ubuntu?	Ubuntu 12.04 not recognizing the graphic card
non-duplicate	How to force Shotwell re-read metadata from images?	Where can I find the Update Manager in Ubuntu 12.10?
duplicate	How do I fix a "Problem with MergeList" or "status file could not be parsed" error when trying to do an update?	Unable to update ubuntu 12.04
non-duplicate	Changing the input area for touch pad	ubuntu won't install on my windows pc
duplicate	How do I download a YouTube video?	Download video from youtube
duplicate	Broadcom 4313 Signal strength very low on an HP Pavilion dv4	Broadcom 4313 (gn) wirelless card on HP Pavilion g6 weak signal but close to AP
duplicate	How do I make the login screens and boot splashes match when installing different desktops?	Ubuntu splash Screen is now a gear and boot speed is slow
duplicate	Why don't I have the option ''Install Ubuntu alongside with them''	Ubuntu does not offers me "install alongside Windows"
duplicate	How do I fix Flash issues?	Videos fast forwarding in Ubuntu 12.04
duplicate	Kernel Panic - not syncing: VFS: Unable to mount root fs on unknown-block(0,0)	Kernel Panic, unable to mount root
duplicate	How do I change the wallpaper of the login screen?	How to change login wallpaper?
non-duplicate	Output of xrandr in NVIDIA TwinView	Files saved with Ubuntu is not visible in Windows 8
duplicate	How do I increase the resize margin on windows?	Resize/Move edge too narrow on windows
duplicate	Why is Wine not installable on my system?	Unmet dependencies error when installing wine
duplicate	How do I upgrade from 12.10 to 13.04?	upgrading from ubuntu 12.10 to 13.04
duplicate	dpkg error: "trying to overwrite file, which is also in..."	"trying to overwrite *, which is also in package *" how to fix it?
duplicate	How do I use EasyBCD as bootloader with Windows 8 and UEFI?	Dual-boot Ubuntu ans Windows 8.1
duplicate	Installing Broadcom Wireless Drivers	Studio: Non-functioning wifi drivers
duplicate	How do I get rid of double battery monitor status?	How can I manually edit the unity top panel?
duplicate	How can I delete my printer from Ubuntu?	Printer does not print, queue showing completed, can not correct setup
duplicate	How do I start developing a lens for Unity?	Is it possible to create a WolframAlpha Lens for Unity
duplicate	Why is lowlatency kernel not being updated in parallel with the generic kernel?	Why is the lowlatency kernel not being updated in parallel with the generic kernel?
non-duplicate	Use X11 mouse pointer in wine applications	Running full installation of Ubuntu // full instalation of windows 7 in one PC
duplicate	What hardware does Ubuntu Touch support?	Can i install ubuntu in ainol novo 10 captain?
non-duplicate	Installing packages that require system restart, from a Juju charm	How to get Mutt to fetch only latest email?
non-duplicate	Why doesn't Chrome or Firefox auto-highlight the address bar?	How can you figure out the dependencies of your project?
non-duplicate	Change home folder in Natty	winUSB install error
non-duplicate	Skype is saying I am already connected. I am not. Help?	Setting up multiple SSL certificates on apache2 VirtualHost(s) - 14.04?
non-duplicate	Can I change from Mint Lxde to vanilla Ubuntu from the command line or do I need a fresh install?	Ubuntu wireless only connects to some networks
duplicate	How to format a USB or external drive?	How do I format an usb to ext4 to use it on Ubuntu without without sudo permisions?
duplicate	What are Unity's keyboard and mouse shortcuts?	Keyboard shortcuts for windows
duplicate	What Application Indicators are available?	Indicators for Ubuntu 12.04
duplicate	Ubuntu Hangs While Working	Ubuntu Hangs While Working
duplicate	How do I remove a malformed line from my sources.list?	Why doesnot my software center open in ubuntu 12.04
non-duplicate	Where to find administration, preferences, etc?	archive manager
non-duplicate	How I do a system restore?	When using monitor in TwinView, the OS doesn't recognize its native resolution, why?
duplicate	How to remove the unwanted entries from the boot menu?	How to delete entry from grub2 menu?
non-duplicate	Applying proxy button is not shown	How to export/save Evolution contacts as seperate .vcf files?
non-duplicate	Picasa would not log into my account	Can you run Ubuntu Server from a Desktop computer?
non-duplicate	mysql ubuntu noinstall	Problem Adding Music to Ipod in Rhythmbox
non-duplicate	What is Evolution reliability? When can I expect solution of its "freezing"?	How to revert ubuntu updates and installs to specific time?
non-duplicate	How to emit onDropped in QML drag n drop example?	C compiler cannot create excecutables
non-duplicate	Black screen on macmini 4,1 with mini Display to VGA adaptre	How to change the owner of /user/src
non-duplicate	Bulk upload via FTP is interrupted after approx. 50 files	How to start apache while it shows fail to stop apache
duplicate	How to get grub2 to remember last choice?	How to make GRUB remembers what I boot last time?
non-duplicate	Ubuntu LTS 12.04 - Recover encrypted /home folders. ICEauthority issue	Glib error when trying to open Firefox and Thunderbird
duplicate	How to revert to GNOME Classic Desktop?	Is Classic mode gone from 11.10?
duplicate	Where is the »open as administrator« option in Nautilus gone?	Need Open As Administrator In Nautilus
duplicate	Why do I get an "unmet dependencies" error when trying to install WINE?	unmet dependencies while installing wine
duplicate	How to Use Xbox 360 Wireless Gaming Controller?	xbox 360 controller problems
duplicate	My computer boots to a black screen, what options do I have to fix it?	Why is my Ubuntu 12.04 not booting after GRUB?
non-duplicate	Why doesn't Skype appear in the upper panel?	Grub installation failed during Ubuntu installation
non-duplicate	13.04 installed on Parallels on OSX. Very slow graphics performance	Not able to connect to internet using my wired network connection on my Dell inspiron N1401 laptop
duplicate	How to reduce the tearing while watching videos?	Video tearing when playing on external monitor
duplicate	ubuntu on 13.04 hyper-v connection problem	Ubuntu 12.04 and Hyper-V 2008 R2 SCVMM - Network cable unplugged
duplicate	Installing Ubuntu on a Pre-Installed Windows 8 (64-bit) System (UEFI Supported)	Ubuntu Won't Boot Correctly on Windows 8
duplicate	How do I disable Online Videos in the Unity Dash?	Hourly events in the firewall-log, originating from Ubuntu12.04-box. How to find the reason?
non-duplicate	Recommended dual-boot partitioning for Eee PC 1015PX-MU17	Synaptic won't launch from menu in panel in fresh Lubuntu minimal desktop 12.04 install
duplicate	How do I switch to the Classic GNOME Desktop?	Ubuntu 11.04 with Gnome 2?
duplicate	How can I fix a 404 Error when updating packages?	Help me I cant do updates with these two errors :(
non-duplicate	How to set and limit my resolution to 640x480	Can I run Ubuntu/Kubuntu on a Blade server with no graphics card?
duplicate	How to fix "The system is running in low-graphics mode" error?	HD 6770M low graphics mode after update (AGAIN)
duplicate	How can I assign actions to all my mouse buttons?	How can I assign a custom command to a Logitech M705 mouse button?
non-duplicate	How to make zeitgeist just log my application not my files	ASUS EPC 1015CX won't boot with display after installing additional drivers
non-duplicate	Wireless disabled even though the direct connectin (thru modem) is working fine	Update OpenSSH Server in 12.04?
non-duplicate	How do I add a software source?	Can't get 3D vision working
non-duplicate	Remote login onto server and let someone else see your shell?	How to select GRUB install device
duplicate	Where is the changelog  for Ubuntu kernels?	Where can I find the Ubuntu kernel changelogs?
non-duplicate	How to delete and/or merge dev/sda5 logical filesystem?	Get Quotes for stock prices in GnuCash using Finance::Quote
non-duplicate	Gmail checker on 12.10	Can I remove file-roller without removing ubuntu-desktop?
non-duplicate	Installing Ubuntu 13.04 w/ Win 7	Dual-boot bootrec /fixboot issues while uninstalling Ubuntu
non-duplicate	Ubuntu 13.10 has suddenly failed to boot!	Still cannot install Halo: Combat Evolved
duplicate	MD5 mismatch on my 12.04 ISO, what is going on?	Ubuntu 12.04 MD5 doesn't match
non-duplicate	12.04 failed install	Azure server hangs in live environment
non-duplicate	I need a codec for my dell I8200, 10.04, dvd	Uninstalling with Ubuntu Software Center doesn't work on Ubuntu 12.04.1 64bit
duplicate	Update information is outdated	Update manager always says it is outdated
non-duplicate	How can I solve a Pidgin certificate error?	How to understand the Audio Subsystem?
non-duplicate	os-prober doesn't find Arch Linux until I manually mount Arch Linux partition	Using Quickly to build a web browser
duplicate	How do I install Ubuntu to a USB key? (without using Startup Disk Creator)	Full Ubuntu load from USB without overwriting Windows in hard drive?
non-duplicate	arduino not recongnized by Ubuntu 14.04 LTS	How to open a Ruby file in terminal?
duplicate	Cannot Update Java plugin for Google Chrome	Installing Java in Ubuntu 12.04 64 bit (Chrome issue)
non-duplicate	32-bit Ubuntu 12.04, vim not able to add numbers using C-a	How to mount a WD500 gb external drive on ubuntu 13.10 running on trial through pen drive
duplicate	How do I resolve unmet dependencies?	update error in ubunru 12.04
duplicate	How can I get my graphics card to be recognized in System Info?	Do I need to install a driver for a Mobile Intel® 4 Series Express Chipset Family video?
non-duplicate	What is the right way to connect to Reliance Netconnect+ and share the connection via Wireless?	Installation of Display Card Driver : [ATI Radeon HD 4770]
non-duplicate	How to apply TRIM to an NTFS partition on an SSD drive?	How to open GRUB 2 terminal in Ubuntu 13.04 after completely booting/logging?
non-duplicate	What packages are safe to uninstall to reduce installation size?	appmenu in 14.04 for gtk2 apps?
duplicate	Installing Broadcom Wireless Drivers	Ubuntu 12.10 Broadcom Wireless Complete System Freeze
duplicate	How do I switch to the Classic GNOME Desktop?	How to switch back to classic mode?
non-duplicate	Not able to access samba shares but visible in network	Dropbox often stalls "Saving 1 file", have to restart it
non-duplicate	How to find the final target of a daisy-chain of symbolic links?	Have the repositories been shortened?
duplicate	What is the correct way to install proprietary ATI Catalyst Video Drivers (fglrx) directly from AMD?	Is there support available/a driver that works/ for the ATI HD 5650 Graphic card in 1210?
non-duplicate	Everpad not syncing - Ubuntu 13.10	How can I restore grub after switching from Windows 8 to 7 on a dual boot?
non-duplicate	Can't start Ubuntu	Script Issue (Incrementation)
non-duplicate	How to exclude a repository while installing updates using apt-get	Update not working, nothing is installing in ubuntu 12.04
duplicate	Whats the simplest way to edit and add files to "/var/www"?	codeigniter installtion
non-duplicate	Lost All Networking After Upgrade to Ubuntu 12.04	apt-get install libglapi-mesa error
duplicate	Sudo permissions error	permission error on Ubuntu?
non-duplicate	nautilus-dropbox 0.7.1-2 installation process freeze	How can I run wine as root?
non-duplicate	Boot Failure Ubuntu 12.04	UBUNTU to WIN 7 without data loss
duplicate	How do I install Ubuntu to a USB key? (without using Startup Disk Creator)	Install new programs onto USB stick
non-duplicate	"Dead" shortcuts in Installed Application lens	Lubuntu: .desktop shortcut works on the desktop, but doesn't from the menu
duplicate	How do I resolve unmet dependencies?	Unable to install php5 on 12.10
duplicate	Printing with Lacie Lightscribe requires root privileges	Lacie Lightscribe program requires root privileges
duplicate	Can I skip over releases when upgrading?	Upgrading multiple versions from ISO
duplicate	Sound problem on both Speakers and HeadPhones	Select speaker output with headphones inserted (Ubuntu 13.04)
non-duplicate	Error running cisco vpn client ubuntu 10.04 server. How to fix it?	Application shortcuts in home folder for Message-Menu
non-duplicate	Can I configure a network interface (eth0, eth1, etc.) to be down by default, but still be available?	GTK+ Appearance in Kubuntu
non-duplicate	Need a graphical renaming tool which can rename files recursively	Wine menu directory location?
non-duplicate	Can I upgrade ubuntu-desktop from 11.04 to 11.10 using NX?	Is there a working version of Paint.mono for 11.04?
non-duplicate	Ubuntu keeps restarting while installing with alongside win 8 option	flashplayer security doubts
non-duplicate	How can I permanently disable the internal WiFi adapter?	How to make the lock screen look like the login screen?
non-duplicate	How do I set up last.fm scrobbling with pianobar?	I can't select updates in Update Manager
duplicate	How can I uninstall adobe acroread?	How do I uninstall Adobe Reader?
non-duplicate	Videos are not playing properly	Rhythmbox opens out of focus from Sound Menu
non-duplicate	Setting Device Label using e2label or tune2fs causes Bad magic number in super-block while trying to open /dev/sda5	How to disable Ubuntu One Signin Screen
non-duplicate	Bad WiFi reception on Asus Zenbook (Works great with Windows 7)	Flash Videos go fullscreen once (firefox), then after minimising it and trying to go fullscreen again it freezes (Ubuntu 14.04, Gnome Desktop)
duplicate	How to remove Ubuntu and put Windows back on?	Uninstall Ubuntu 12.10 and revert back to Windows 7
non-duplicate	Why do I have kernel 3.8.0-32 in Ubuntu 12.04 instead of 3.2.0-55?	Exclude bad ram bytes
non-duplicate	Can I have a live Ubuntu USB with a partition for persistent mode, AND have a partition that allows me to store windows files, on the same drive?	I am running Knoppix on my desktop. How do I switch to Ubuntu?
duplicate	How can I reduce or increase the number of workspaces in Unity?	How to personalize number/arrangement of workspaces?
duplicate	Login screen won't accept my password	LightDM login problem
non-duplicate	How do I install filezilla?	Installing Ubuntu 12.10 on Mac Mini (End 2009)
duplicate	the size of apt-get update lists is too big	the size of apt get update list is too big everytime?
non-duplicate	how to make new window always raise-up?	My Ubuntu 12.04 installed DVD-RW recorder PATA as SCSI 
duplicate	How do I fix Flash issues?	Flash player cursor is too big
duplicate	Cannot install any software from the Software Center due to ttf-mscorefonts-installer package error	Help! I broke apt-get with partial install of ubuntu-restricted-extras
duplicate	How to automount NTFS partitions ?	How to get ubuntu to recognize my 2nd laptop HDD on boot
duplicate	How to customize the Ubuntu Live CD?	Make a live USB of your installed ubuntu
non-duplicate	Issue with installing with wubi	Netflix desktop install trouble "some packages could not be installed"
duplicate	How can I install Steam?	can't install steam on ubuntu 13.04 64bit
non-duplicate	How do I adjust the Clock Indicator format?	Uninstall Windows 8.1 to run Ubuntu 14.04 as the single OS on my laptop?
non-duplicate	How to access a XFS partition on external USB drives?	Google Chrome not rendering webpages correctly
duplicate	How can I get a DisplayLink USB monitor under Ubuntu (any recent version)?	DisplayLink USB video adapter on Ubuntu 12.10
duplicate	Installing Ubuntu on a Pre-Installed Windows 8 (64-bit) System (UEFI Supported)	Dual-boot Ubuntu and Windows 8 (only boots from "Windows Boot UEFI Recovery")
duplicate	How to fix Duplicate sources.list entry?	Multiple identical items in software sources other software
duplicate	How to reset Ubuntu to act as at the first start?	How to restored Ubuntu back to the default state when you first installed it?
non-duplicate	vga driver not working	Build failed with the command : quickly submitubuntu
duplicate	How do I set Windows to boot as the default in the boot loader?	can i use windows boot manager to boot into ubuntu 11.10
non-duplicate	Hardware Enablement Stack (HWE) out of support	Juju services are not deploying correctly
duplicate	What should I do when Ubuntu freezes?	How to do end task similar to that in Windows?
non-duplicate	Cannot install Ubuntu SDK	Website sometimes won't load
non-duplicate	How to launch ubuntu without bluetooth enabled?	Should I remove one partition before installing Ubuntu?
duplicate	Inserted DVD disc not recognized	I can not play movie dvd's
non-duplicate	Laptop takes a long time to boot after Grub menu	How do I update an individual package without breaking future updates?
duplicate	How do I install Java?	Installing Sun Java JRE, JDK?
non-duplicate	R.A.T 5 Mouse freezes for a short time, then start working, why?	Package:astrolog isn't available on Ubuntu repository?
duplicate	How do I install BURG?	How to install Burg theme in Ubuntu 12.04 (Alpha 2)?
non-duplicate	What application is good for note taking using tablets (printable in A4)?	Playback on Mythbuntu with nvidia graphic adapter is showing moderate tearing, and doesn't cover Unity
duplicate	FULL install Ubuntu on 4GB USB drive	Can I do an install onto a 4GB usb stick which is smaller than the recommended installation size?
non-duplicate	How do I get a Sony VAIO vgn-cr120e webcam working?	How can I install both 32 and 64 bit versions of the same -dev package?
non-duplicate	Linux partition shows up as unallocated	How do you erase the ghost of a section of the HD?
non-duplicate	Twinkle not opening after installation	Poor Wi-Fi performance with Lenovo Yoga 13 in Ubuntu 12.10
duplicate	Is there some kind of icon browser?	App for finding icons easily?
non-duplicate	How to change font size in autocomplete dropbox	Cisco VPN not working
non-duplicate	Unable to eject quofi	Apple Magic mouse on ubuntu 13.04, how can I prevent crashing one >=3 touch points?
duplicate	How do I configure the launcher to "dodge windows"?	How do I configure the launcher to “dodge windows”?
duplicate	How to troubleshoot Ubuntu One in Maverick beta?	Ubuntu One says I'm out of Space
non-duplicate	Why does minecraft run so slow?	Black screen with sound when starting Counter Strike Source
duplicate	How to install Canon LBP2900b drivers?	Canon LBP 2900 printer for Ubuntu 13.04?
duplicate	How to set up an APT repository?	How to make our own repository?
duplicate	Does the iPod Shuffle 4th Gen work well with Rhythmbox?	New Ipod shuffle 4 gen will not play, I use Rhythmbox, Ubuntu 12.04
non-duplicate	Samsung 840pro SSD in RAID0... caveats?	Can I get the Ubuntu dash in Xubuntu 13.04?
duplicate	Can I set my user account to have no password?	Ubuntu 13.04 users switching without password
non-duplicate	Hiding terminal output when chaining commands	Problems with Startup
duplicate	Is there an Ubuntu Touch emulator or a way to install it in a VM?	simulator for Ubuntu phone
duplicate	Unity 3d no longer works after installing 12.04	Ubuntu 12.04 responsiveness very slow on Nvidia 8800?
non-duplicate	3G dongle and memory card detection	Data Recovery - Hard disk formatted from ntfs to ext4 then again to ntfs
non-duplicate	Update Manager unable to get updates	inspiron laptop for Dell
duplicate	What happened to "Roll up" option in Preferences/Window/Title bar Action?	Can I configure double-click title bar behavior?
duplicate	Why are Thunderbird-Lightning events not showing in Unity panel calendar?	How do I integrate Lightning with the messaging menu?
non-duplicate	Make a disk sleep permanently	Can't install Scribus 1.4
non-duplicate	How do I profile (and possibly control) demands on my GPU?	better way distribute apps
duplicate	How to fix "The system is running in low-graphics mode" error?	System in low-graphics mode
duplicate	Remove the Anchor icon in Docky	Docky doesn't let me hide the starter
non-duplicate	Steam doesn't launch	Apt encounters errors with bad GPG keys
non-duplicate	Top menu bar is sliding down after hover	Can't purge mysql-server installation
non-duplicate	How can I fix Window Placement via CCSM for Firefox?	Enable Bluetooth at startup on 14.04
duplicate	How can I boot into Windows after I set Ubuntu as the default operating system? (I'm using Wubi)	How can I be able to start Windows 7 from Ubuntu, and not from grub?
non-duplicate	Fix maximised 2D Panel window buttons	Can I get Gnome 3.2 working on 10.04.3 LTS?
non-duplicate	Disable automatic screen dimming	How to change primary group
non-duplicate	Recovery of Files after Installation	Not a single Software download from ubuntu software centre
non-duplicate	Backlight problems with 12.04 on my Acer Aspire 4736z	Wine installation problem
duplicate	How do I fix "malformed line" errors in sources.list?	Ubuntu Software Source File Error
duplicate	Is there an Ubuntu Touch emulator or a way to install it in a VM?	Qt for Ubuntu SDK: Do I need a device or is there a simulator?
non-duplicate	Ubuntu 12.04 not starting (dual boot)	sharing canon all in one over network
non-duplicate	How do I block file transfer to USB devices except for USB headphones?	How can I set Firefox settings with a bash scipt?
non-duplicate	No DEFAULT or UI configuration directive found (I know this is a duplicate hang on....)	How to know the name of the systray applications in order to add it one by one on the systray-whitelist?
duplicate	What media (music and video) players are there?	VLC does not play video.
duplicate	How can I install on a non-PAE CPU? (error "Kernel requires features not present on the CPU: PAE")	pae kernel required for my cpu
non-duplicate	Google calender Evolution sync no longer working	How to clean up aptitude output?
non-duplicate	"No such file or directory" error when trying to install pcre	Is there any legal things I need to discuss with Canonical before publishing an Ubuntu-based distribution?
non-duplicate	Uninstalled Plymouth Splash Changer. Now I have no splash	how to install 64bit packeges on my ubuntu 12.04 64bit?
non-duplicate	Kernel Panic While installing Ubuntu 12.04 from burnt CD	Which software should I add to Ubuntu Server 13.04 to host media files and stream them to my WD TV Live
non-duplicate	How can I run Citrix Receiver on 13.04 x64?	bash script to back up file
non-duplicate	Ubuntu 14.04 Not Showing Existing partitions	12.04 system always freezes
non-duplicate	Error message 0xc00000001 while booting Windows 8 after installing Ubuntu	Ubuntu 10.04, I cannot get my computer to connect to the internet
duplicate	What command do I need to unzip/extract a .tar.gz file?	How do I extract this source tarball?
duplicate	How do I fix this "E:Type '*' is not known on line * in source list ..." update error?	Can't update or install files due to malformed file
duplicate	How do I fix a "Problem with MergeList" or "status file could not be parsed" error when trying to do an update?	Encountered a section with no Package: header, while updating
duplicate	How to recover deleted files?	I accidentally permanently deleted a file, how can I recover it?
non-duplicate	ubuntu 14.04 desktop amd64 installation fails with kernel panic under vmware	How can I add/remove music from my Ipod on Banshee?
non-duplicate	If I run boot repair will I lose everything in my hard drive?	How to change from Ubuntu Dual Boot to a Single Ubuntu Boot(Used Wubi Installer for Windows)
non-duplicate	How do I enable my synaptics trackpad?	Ubuntu 12.10 won't save display settings after reboot . How do I fix this?
non-duplicate	Cannot use apt-get anymore because of one specific package	Problem with available memory-
duplicate	Dell Inspiron N5010 overheating	Dell inspiron N5010 with ATI overheating
duplicate	When is the expected stable release date of Ubuntu Phone and Ubuntu Tablet?	Ubuntu Touch for Galaxy S3
duplicate	Tips to extend battery life for laptops and notebooks	How can I save my laptops battery from draining?
non-duplicate	Cannot install zeromq package from chris-lea/zeromq in 12.04	optimizing Ubuntu dualbooting from pendrive (running from RAM and virtual swaps)
duplicate	How to migrate user settings and data to new machine?	Before making a clean install, how do I detect configuration changes in the current system?
non-duplicate	Ubuntu installation does not recognize drive partitioning	How can I disable cloud-init?
non-duplicate	Ubuntu Thunderbird doesn't send anymore all of a sudden (T-Online, SMTP-Error), wrong DNS-Records?	How to recover data after failed Ubuntu installation on the wrong drive?
duplicate	What hardware does Ubuntu Touch support?	Will it be possible to install Ubuntu Touch on the Lanix s500 phone?
duplicate	How do I uninstall Ubuntu Wubi?	If I use WUBI to install Ubuntu, can I use Windows Control panel to uninstall it if I don't like it?
non-duplicate	On GUI reset, desktop appears "off" of display	I added an extra HDD and formatted to ext4 with Ubuntu 10.04
non-duplicate	How do I convert my Blackberry contacts to a standard format?	How do I start emacs?
non-duplicate	firefox crash Bus error (core dumped)	how to properly allocate partition space
duplicate	My /boot partition hit 100% and now I can't upgrade. Can't remove old kernels to make room	How to clean up a messed up apt-get?
non-duplicate	How can run sudo commands inside another user, or grant a user the same privileges as an admin?	Why does Ubuntu have about 2x shorter battery life than OS X on MacBook?
duplicate	Dependency error while installing WINE	Can not install wine using terminal
duplicate	"No root file system defined" error while installing ubuntu	unable to install Ubuntu12.10 on DELL inspiron 14z Ultrabook?
duplicate	My disk already has 4 primary partitions, how can I install Ubuntu?	There are many problems installing Ubuntu
duplicate	What should I do when Ubuntu freezes?	Installation problem Ubuntu 12.04 Crashing hardware error
non-duplicate	how to bold the characters using echo	Ubuntu 12.04 x86 not recognizing multiple video cards w/ Catalyst driver (Radeon HD 7950 x4)
non-duplicate	indicator-datetime stops the disk from spinning down	DBus nested dictionary in python
duplicate	How can I repair grub? (How to get Ubuntu back after installing Windows?)	Trying to install Ubuntu 13.04 alongside Windows 7
non-duplicate	Nautilus shortcut for new blank files?	Problems after upgrading to 14.04 (only background and pointer after login)
duplicate	How to fix "The system is running in low-graphics mode" error?	Video Driver reinstall
non-duplicate	cannot start mysql server bind socket denied	Setting up shared development machine
non-duplicate	How to check implementation details of 'watch' command?	How can I hard reset a USB device?
non-duplicate	trying to dual boot Win 8 and Ubuntu 12.10	How can I configure logrotate to copy/SSH apache log files
